,timestamp,open,high,low,close,volume
0,2022-08-10,118.78,120.92,118.41,119.7,30930350
1,2022-08-09,117.135,117.32,115.71,116.63,19086465
2,2022-08-08,118.39,120.15,116.88,117.3,19169479
3,2022-08-05,116.23,118.1056,116.0,117.47,19159520
4,2022-08-04,117.48,118.78,116.89,118.19,21602925
5,2022-08-03,115.71,118.62,115.48,118.08,28499014
6,2022-08-02,114.0,116.35,113.72,115.13,20236029
7,2022-08-01,115.3,116.72,114.34,114.86,26034288
8,2022-07-29,113.08,116.705,113.06,116.32,37223391
9,2022-07-28,112.37,114.34,111.46,114.22,32816568
10,2022-07-27,109.26,113.91,108.01,113.06,59858495
11,2022-07-26,106.6,107.2,104.07,105.02,47990963
12,2022-07-25,108.41,109.87,106.3,107.51,34690894
13,2022-07-22,111.0,112.34,106.5,107.9,48901184
14,2022-07-21,114.28,114.55,111.1132,114.34,32676166
15,2022-07-20,113.17,115.4,112.48,113.9,35600426
16,2022-07-19,110.85,114.02,109.56,113.81,36530945
17,2022-07-18,112.64,113.68,108.37,109.03,42847038
18,2022-07-15,2240.01,2262.81,2218.0,2235.55,2338456
19,2022-07-14,2204.21,2221.86,2167.46,2207.35,1850152
20,2022-07-13,2234.02,2283.92,2224.03,2227.07,2186101
21,2022-07-12,2324.3,2339.48,2273.8044,2280.41,1497985
22,2022-07-11,2359.96,2359.96,2306.61,2313.53,1562185
23,2022-07-08,2345.0,2393.7,2338.025,2387.07,1911908
24,2022-07-07,2301.6,2383.79,2296.67,2375.66,2046794
25,2022-07-06,2266.04,2311.79,2229.52,2291.44,1871569
26,2022-07-05,2142.01,2267.535,2114.63,2265.26,1969982
27,2022-07-01,2158.66,2185.0,2134.61,2174.75,1773783
28,2022-06-30,2200.0,2217.76,2135.0,2179.26,2158453
29,2022-06-29,2231.04,2263.205,2217.4501,2234.03,1235841
30,2022-06-28,2316.05,2346.19,2236.96,2240.15,1794048
31,2022-06-27,2365.46,2371.59,2303.5937,2316.67,1821038
32,2022-06-24,2259.9,2361.58,2259.05,2359.5,2058184
33,2022-06-23,2244.63,2254.85,2210.01,2244.84,1418096
34,2022-06-22,2211.13,2266.93,2207.6475,2229.75,1538707
35,2022-06-21,2178.59,2249.785,2172.0,2230.88,2370790
36,2022-06-17,2120.67,2173.9899,2100.92,2142.87,2568826
37,2022-06-16,2144.42,2172.97,2102.7601,2120.67,2584248
38,2022-06-15,2170.9,2228.47,2153.39,2195.29,1984909
39,2022-06-14,2130.7,2158.49,2116.0,2134.31,1685313
40,2022-06-13,2135.73,2175.83,2122.3836,2127.85,2362596
41,2022-06-10,2248.9,2265.58,2207.3224,2223.23,2074092
42,2022-06-09,2326.55,2365.9799,2295.52,2296.71,1289898
43,2022-06-08,2335.23,2371.41,2332.0,2343.88,1305387
44,2022-06-07,2309.61,2353.82,2301.04,2342.99,1579523
45,2022-06-06,2334.09,2386.94,2323.28,2336.41,1677077
46,2022-06-03,2321.25,2326.4325,2270.37,2290.82,1306773
47,2022-06-02,2280.0,2357.99,2258.93,2352.45,1899614
48,2022-06-01,2297.1,2342.0311,2265.0,2277.84,1830276
49,2022-05-31,2254.93,2314.7,2241.57,2275.24,2500613
50,2022-05-27,2189.66,2246.36,2182.765,2246.33,1895706
51,2022-05-26,2113.54,2172.99,2104.4971,2155.85,1897361
52,2022-05-25,2099.71,2130.0,2077.13,2116.1,2012867
53,2022-05-24,2115.44,2129.165,2037.6936,2119.4,3838989
54,2022-05-23,2191.75,2242.95,2174.82,2229.76,1859247
55,2022-05-20,2239.02,2243.67,2115.9272,2178.16,2448148
56,2022-05-19,2228.63,2260.2,2200.0,2207.68,1707220
57,2022-05-18,2300.0,2308.0,2231.11,2237.99,1756299
58,2022-05-17,2336.81,2338.0,2297.395,2329.46,1152658
59,2022-05-16,2299.11,2323.4,2277.79,2288.9,1299522
60,2022-05-13,2290.66,2357.5,2272.1001,2321.01,1751924
61,2022-05-12,2227.55,2285.9,2196.49,2256.88,2691809
62,2022-05-11,2264.73,2327.2882,2264.73,2272.05,1876737
63,2022-05-10,2310.15,2325.0,2258.01,2287.9,1995019
64,2022-05-09,2265.0,2301.5418,2240.0101,2250.22,2040143
65,2022-05-06,2303.69,2351.43,2280.31,2314.93,1985479
66,2022-05-05,2404.08,2420.78,2300.115,2330.11,2292029
67,2022-05-04,2340.63,2457.09,2302.32,2445.22,2487859
68,2022-05-03,2328.61,2368.8363,2320.69,2346.68,1248368
69,2022-05-02,2268.1,2334.91,2252.0,2331.66,1776651
70,2022-04-29,2334.69,2358.395,2276.29,2282.19,2133800
71,2022-04-28,2328.3,2392.99,2282.3,2370.45,2444232
72,2022-04-27,2289.385,2344.84,2254.7301,2285.89,4591029
73,2022-04-26,2445.89,2450.2,2370.22,2373.0,3351262
74,2022-04-25,2382.02,2465.55,2370.22,2461.48,2306413
75,2022-04-22,2500.0,2508.04,2378.5,2392.71,2844186
76,2022-04-21,2585.0,2601.97,2490.53,2496.29,1822258
77,2022-04-20,2617.84,2627.98,2550.0,2560.8,1573067
78,2022-04-19,2553.83,2606.66,2539.99,2600.18,1324488
79,2022-04-18,2540.0,2564.25,2523.64,2553.53,1040433
