,timestamp,open,high,low,close,volume
0,2022-09-09,155.47,157.82,154.75,157.37,68081006
1,2022-09-08,154.64,156.36,152.68,154.46,84923847
2,2022-09-07,154.825,156.67,153.61,155.96,87449574
3,2022-09-06,156.47,157.09,153.69,154.53,73295539
4,2022-09-02,159.75,160.362,154.965,155.81,76957768
5,2022-09-01,156.64,158.42,154.67,157.96,74229896
6,2022-08-31,160.305,160.58,157.14,157.22,87991091
7,2022-08-30,162.13,162.56,157.72,158.91,77906197
8,2022-08-29,161.145,162.9,159.82,161.38,72724452
9,2022-08-26,170.57,171.05,163.56,163.62,78960980
10,2022-08-25,168.78,170.14,168.35,170.03,51218209
11,2022-08-24,167.32,168.11,166.245,167.53,53841524
12,2022-08-23,167.08,168.71,166.65,167.23,54147079
13,2022-08-22,169.69,169.86,167.135,167.57,69026809
14,2022-08-19,173.03,173.74,171.3101,171.52,70346295
15,2022-08-18,173.75,174.9,173.12,174.15,62290075
16,2022-08-17,172.77,176.15,172.57,174.55,79542037
17,2022-08-16,172.78,173.71,171.6618,173.03,56377050
18,2022-08-15,171.52,173.39,171.345,173.19,54091694
19,2022-08-12,169.82,172.17,169.4,172.1,68039382
20,2022-08-11,170.06,170.99,168.19,168.49,57149159
21,2022-08-10,167.68,169.34,166.9,169.24,70170540
22,2022-08-09,164.02,165.82,163.25,164.92,63135503
23,2022-08-08,166.37,167.81,164.2,164.87,60362338
24,2022-08-05,163.21,165.85,163.0,165.35,56696985
25,2022-08-04,166.005,167.19,164.43,165.81,55474144
26,2022-08-03,160.84,166.59,160.75,166.13,82507488
27,2022-08-02,160.1,162.41,159.63,160.01,59907025
28,2022-08-01,161.01,163.59,160.89,161.51,67829379
29,2022-07-29,161.24,163.63,159.5,162.51,101786860
30,2022-07-28,156.98,157.64,154.41,157.35,81378731
31,2022-07-27,152.58,157.33,152.16,156.79,78620688
32,2022-07-26,152.265,153.085,150.8,151.6,55138691
33,2022-07-25,154.01,155.04,152.28,152.95,53623945
34,2022-07-22,155.39,156.28,153.41,154.09,66675408
35,2022-07-21,154.5,155.57,151.94,155.35,65086636
36,2022-07-20,151.12,153.72,150.37,153.04,64823413
37,2022-07-19,147.92,151.23,146.91,151.0,82982367
38,2022-07-18,150.74,151.57,146.7,147.07,81420868
39,2022-07-15,149.78,150.86,148.2,150.17,76259931
40,2022-07-14,144.08,148.95,143.25,148.47,78140744
41,2022-07-13,142.99,146.45,142.1201,145.49,71185560
42,2022-07-12,145.76,148.45,145.05,145.86,77588759
43,2022-07-11,145.67,146.64,143.78,144.87,63305113
44,2022-07-08,145.265,147.55,145.0,147.04,64547798
45,2022-07-07,143.29,146.55,143.28,146.35,66253709
46,2022-07-06,141.355,144.12,141.08,142.92,74064254
47,2022-07-05,137.77,141.61,136.93,141.56,73429641
48,2022-07-01,136.04,139.04,135.66,138.93,71051552
49,2022-06-30,137.25,138.37,133.7737,136.72,98964467
50,2022-06-29,137.46,140.67,136.67,139.23,66242411
51,2022-06-28,142.13,143.422,137.325,137.44,67315328
52,2022-06-27,142.695,143.49,140.965,141.66,70207908
53,2022-06-24,139.9,141.91,139.77,141.66,89116837
54,2022-06-23,136.82,138.59,135.63,138.27,72433768
55,2022-06-22,134.79,137.76,133.91,135.35,73409234
56,2022-06-21,133.42,137.06,133.32,135.87,81000488
57,2022-06-17,130.065,133.079,129.81,131.56,134520290
58,2022-06-16,132.08,132.39,129.04,130.06,107961508
59,2022-06-15,134.29,137.34,132.16,135.43,91532972
60,2022-06-14,133.13,133.89,131.48,132.76,84784326
61,2022-06-13,132.87,135.2,131.44,131.88,122207099
62,2022-06-10,140.28,140.76,137.06,137.13,91566637
63,2022-06-09,147.08,147.95,142.53,142.64,69472976
64,2022-06-08,148.58,149.8697,147.46,147.96,53950201
65,2022-06-07,144.345,149.0,144.1,148.71,67808150
66,2022-06-06,147.03,148.5689,144.9,146.14,71598380
67,2022-06-03,146.9,147.97,144.46,145.38,88570289
68,2022-06-02,147.83,151.27,146.86,151.21,72348055
69,2022-06-01,149.9,151.74,147.68,148.71,74286635
70,2022-05-31,149.07,150.66,146.84,148.84,103718416
71,2022-05-27,145.39,149.68,145.26,149.64,90978503
72,2022-05-26,137.39,144.34,137.14,143.78,90601548
73,2022-05-25,138.43,141.785,138.34,140.52,92482696
74,2022-05-24,140.805,141.97,137.33,140.36,104132746
75,2022-05-23,137.79,143.26,137.65,143.11,117726265
76,2022-05-20,139.09,140.7,132.61,137.59,137426125
77,2022-05-19,139.88,141.66,136.6,137.35,136095640
78,2022-05-18,146.85,147.3601,139.9,140.82,109742890
79,2022-05-17,148.86,149.77,146.68,149.24,78336254
80,2022-05-16,145.55,147.5199,144.18,145.54,86643781
81,2022-05-13,144.59,148.105,143.11,147.11,113990852
82,2022-05-12,142.77,146.2,138.8,142.56,182602041
83,2022-05-11,153.5,155.45,145.81,146.5,142689825
84,2022-05-10,155.52,156.74,152.93,154.51,115366736
85,2022-05-09,154.925,155.83,151.49,152.06,131577921
86,2022-05-06,156.01,159.44,154.18,157.28,116124647
87,2022-05-05,163.85,164.08,154.95,156.77,130525275
88,2022-05-04,159.67,166.48,159.26,166.02,107521649
89,2022-05-03,158.15,160.71,156.32,159.48,88966526
90,2022-05-02,156.71,158.23,153.27,157.96,123055265
91,2022-04-29,161.84,166.2,157.25,157.65,131747571
92,2022-04-28,159.25,164.515,158.93,163.64,130216792
93,2022-04-27,155.91,159.79,155.38,156.57,88063191
94,2022-04-26,162.25,162.34,156.72,156.8,94008394
95,2022-04-25,161.12,163.17,158.46,162.88,96046376
96,2022-04-22,166.46,167.8699,161.5,161.79,84882424
